long_cid_ori,lat_cid_ori,nome_procedimento,SP_CIDADE_P_EXT,cidade_origem,cidade_do_procedimento,procedimento,total_ocorrencias
-51.2065,-30.0318,TRATAMENTO DE ESTREPTOCOCCIAS,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303080078,133062
-51.6187,-30.0847,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,ELDORADO DO SUL,PORTO ALEGRE,303100044,2825
-51.328,-29.6961,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,CAPELA DE SANTANA,PORTO ALEGRE,304100021,746
-51.0809,-29.9914,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,ALVORADA,PORTO ALEGRE,303140151,18298
-51.1016,-29.9472,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA,Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,301060088,10564
-50.9051,-29.5808,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR C/ AMPUTACAO DE COLO,Cidade do RS,NOVA HARTZ,PORTO ALEGRE,409060020,1036
-54.0999,-31.3297,TRATAMENTO CIRURGICO DE VARIZES (UNILATERAL),Cidade do RS,BAGÉ,PORTO ALEGRE,406020574,6971
-50.0282,-29.7642,BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),Cidade do RS,CAPÃO DA CANOA,PORTO ALEGRE,201010267,3785
-51.2065,-30.0318,BIOPSIA DE LESAO DE PARTES MOLES (POR AGULHA / CEU ABERTO),Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,201010267,133062
-50.9869,-29.9413,MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR,Cidade do RS,GRAVATAÍ,PORTO ALEGRE,412020017,17663
-51.0194,-30.0819,ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO OU TRONCOS SUPRA-AORTICOS (C/ STENT NAO RECOBERTO),Cidade do RS,VIAMÃO,PORTO ALEGRE,406040095,18550
-51.2065,-30.0318,AMPUTACAO / DESARTICULACAO DE PE E TARSO,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,408050020,133062
-51.2065,-30.0318,PLASTICA MAMARIA FEMININA NAO ESTETICA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,410010073,133062
-51.2065,-30.0318,CORRECAO CIRURGICA DO ESTRABISMO (ATE,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,405020023,133062
-49.7333,-29.3334,LAQUEADURA TUBARIA,Cidade do RS,TORRES,PORTO ALEGRE,409060186,2649
-51.2065,-30.0318,HERNIOPLASTIA INCISIONAL,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,407040080,133062
-51.0809,-29.9914,COLECISTECTOMIA VIDEOLAPAROSCOPICA,Cidade do RS,ALVORADA,PORTO ALEGRE,407030034,18298
-50.7919,-29.5693,CORRECAO CIRURGICA DO ESTRABISMO (ATE,Cidade do RS,IGREJINHA,PORTO ALEGRE,405020023,2841
-51.2065,-30.0318,ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU),Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,409060070,133062
-50.2337,-30.2419,TRATAMENTO CIRURGICO DE PERITONITE,Cidade do RS,BALNEÁRIO PINHAL,PORTO ALEGRE,407040250,1395
-51.2065,-30.0318,SALPINGECTOMIA VIDEOLAPAROSCOPICA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,409060240,133062
-51.0809,-29.9914,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,Cidade do RS,ALVORADA,PORTO ALEGRE,412040166,18298
-50.9869,-29.9413,REVASCULARIZACAO MIOCARDICA C/ USO DE EXTRACORPOREA (C/,Cidade do RS,GRAVATAÍ,PORTO ALEGRE,406010935,17663
-51.2065,-30.0318,REVASCULARIZACAO MIOCARDICA C/ USO DE EXTRACORPOREA (C/,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,406010935,133062
-51.2065,-30.0318,APENDICECTOMIA VIDEOLAPAROSCOPICA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,407020047,133062
-51.1016,-29.9472,PROSTATECTOMIA SUPRAPUBICA,Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,409030023,10564
-51.2429,-29.7015,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA TRANSVENOSO,Cidade do RS,PORTÃO,PORTO ALEGRE,406010650,1941
-51.0194,-30.0819,LAPAROTOMIA EXPLORADORA,Cidade do RS,VIAMÃO,PORTO ALEGRE,407040161,18550
-51.1328,-29.6875,PONTE-TROMBOENDARTERECTOMIA DE CAROTIDA,Cidade do RS,NOVO HAMBURGO,PORTO ALEGRE,406020370,14035
-51.3233,-30.1086,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,GUAÍBA,PORTO ALEGRE,411010026,6982
-51.0809,-29.9914,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,ALVORADA,PORTO ALEGRE,411010026,18298
-51.0809,-29.9914,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,ALVORADA,PORTO ALEGRE,303040149,18298
-51.0809,-29.9914,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,ALVORADA,PORTO ALEGRE,304100021,18298
-51.1016,-29.9472,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,303140151,10564
-51.1016,-29.9472,TRATAMENTO DE ESTAFILOCOCCIAS,Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,303080060,10564
-51.2065,-30.0318,TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303060190,133062
-50.5819,-29.6462,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS,Cidade do RS,ROLANTE,PORTO ALEGRE,303070129,2750
-51.0194,-30.0819,TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA,Cidade do RS,VIAMÃO,PORTO ALEGRE,303060042,18550
-50.9869,-29.9413,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,GRAVATAÍ,PORTO ALEGRE,304100021,17663
-50.1322,-29.9841,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,TRAMANDAÍ,PORTO ALEGRE,303140151,4010
-51.2065,-30.0318,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,301060088,133062
-51.2065,-30.0318,TRATAMENTO CIRURGICO DE PERITONITE,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,407040250,133062
-51.3233,-30.1086,INSTALACAO ENDOSCOPICA DE CATETER DUPLO J,Cidade do RS,GUAÍBA,PORTO ALEGRE,409010170,6982
-51.0194,-30.0819,HERNIOPLASTIA EPIGASTRICA,Cidade do RS,VIAMÃO,PORTO ALEGRE,407040064,18550
-50.9869,-29.9413,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),Cidade do RS,GRAVATAÍ,PORTO ALEGRE,406020078,17663
-51.1016,-29.9472,AMPUTACAO / DESARTICULACAO DE DEDO,Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,408060042,10564
-51.0809,-29.9914,APENDICECTOMIA,Cidade do RS,ALVORADA,PORTO ALEGRE,407020039,18298
-49.7333,-29.3334,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO),Cidade do RS,TORRES,PORTO ALEGRE,407040242,2649
-51.2065,-30.0318,HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL),Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,407040102,133062
-52.1932,-29.6143,RESSECÇÃO DE GLÂNDULA SALIVAR,Cidade do RS,VENÂNCIO AIRES,PORTO ALEGRE,404020070,3031
-51.8043,-30.8489,DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLASTICA ABDOMINAL),Cidade do RS,CAMAQUÃ,PORTO ALEGRE,413040046,4371
-51.2065,-30.0318,AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES EM ONCOLOGIA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,416090010,133062
-51.1016,-29.9472,HERNIOPLASTIA INGUINAL (BILATERAL),Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,407040099,10564
-51.0194,-30.0819,GASTRORRAFIA,Cidade do RS,VIAMÃO,PORTO ALEGRE,407010190,18550
-50.2667,-29.8881,TIMECTOMIA,Cidade do RS,OSÓRIO,PORTO ALEGRE,412020068,3416
-51.2065,-30.0318,DRENAGEM DE ABSCESSO PELVICO,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,407040013,133062
-50.7753,-29.6505,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,TAQUARA,PORTO ALEGRE,411010026,2854
-51.6187,-30.0847,PARTO CESARIANO,Cidade do RS,ELDORADO DO SUL,PORTO ALEGRE,411010034,2825
-51.2065,-30.0318,TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOETICOS,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303020083,133062
-50.1322,-29.9841,TRATAMENTO DE ANEURISMA DA AORTA,Cidade do RS,TRAMANDAÍ,PORTO ALEGRE,303060018,4010
-50.2337,-30.1604,TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO,Cidade do RS,CIDREIRA,PORTO ALEGRE,303070110,1436
-51.7612,-29.9032,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,GENERAL CÂMARA,PORTO ALEGRE,303040149,802
-51.7384,-30.3891,TRATAMENTO DE DIABETES MELLITUS,Cidade do RS,BARÃO DO TRIUNFO,PORTO ALEGRE,303030038,368
-50.1322,-29.9841,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,TRAMANDAÍ,PORTO ALEGRE,304100021,4010
-50.7753,-29.6505,TRATAMENTO DA MIGRANEA COMPLICADA,Cidade do RS,TAQUARA,PORTO ALEGRE,303040033,2854
-50.1322,-29.9841,TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA,Cidade do RS,TRAMANDAÍ,PORTO ALEGRE,303060204,4010
-51.0194,-30.0819,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,VIAMÃO,PORTO ALEGRE,304100021,18550
-51.0194,-30.0819,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS,Cidade do RS,VIAMÃO,PORTO ALEGRE,303070129,18550
-51.2065,-30.0318,TRATAMENTO DE DIABETES MELLITUS,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303030038,133062
-51.0809,-29.9914,TRATAMENTO DE EMBOLIA PULMONAR,Cidade do RS,ALVORADA,PORTO ALEGRE,303060140,18298
-51.9853,-29.2674,DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLASTICA ABDOMINAL),Cidade do RS,CAPITÃO,PORTO ALEGRE,413040046,289
-51.2065,-30.0318,RECONSTRUCAO C/ RETALHO MIOCUTANEO (QUALQUER PARTE) EMONCOLOGIA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,416080081,133062
-51.2065,-30.0318,ANGIOPLASTIA CORONARIANA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,406030014,133062
-50.7919,-29.5693,SETORECTOMIA / QUADRANTECTOMIA,Cidade do RS,IGREJINHA,PORTO ALEGRE,410010111,2841
-51.0809,-29.9914,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT,Cidade do RS,ALVORADA,PORTO ALEGRE,406030030,18298
-51.2065,-30.0318,DRENAGEM DE ABSCESSO SUBFRENICO,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,407040021,133062
-51.2065,-30.0318,SETORECTOMIA / QUADRANTECTOMIA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,410010111,133062
-49.8895,-29.5439,NEFRECTOMIA EM ONCOLOGIA,Cidade do RS,ARROIO DO SAL,PORTO ALEGRE,416010075,484
-51.2065,-30.0318,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA TRANSVENOSO,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,406010650,133062
-50.7753,-29.6505,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA TRANSVENOSO,Cidade do RS,TAQUARA,PORTO ALEGRE,406010650,2854
-51.2065,-30.0318,SALPINGECTOMIA UNI / BILATERAL,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,409060232,133062
-51.2065,-30.0318,PNEUMOMECTOMIA RADICAL EM ONCOLOGIA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,416110029,133062
-50.9869,-29.9413,HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA,Cidade do RS,GRAVATAÍ,PORTO ALEGRE,407040137,17663
-51.1016,-29.9472,COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA,Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,416050026,10564
-51.0809,-29.9914,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS,Cidade do RS,ALVORADA,PORTO ALEGRE,303070129,18298
-50.9869,-29.9413,TRATAMENTO DE DISTURBIOS METABOLICOS,Cidade do RS,GRAVATAÍ,PORTO ALEGRE,303030046,17663
-51.7384,-30.3891,TRATAMENTO DA MIGRANEA COMPLICADA,Cidade do RS,BARÃO DO TRIUNFO,PORTO ALEGRE,303040033,368
-50.5175,-29.8268,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,SANTO ANTÔNIO DA PATRULHA,PORTO ALEGRE,304100021,3186
-51.3991,-30.6683,TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS,Cidade do RS,TAPES,PORTO ALEGRE,303020032,1474
-51.0194,-30.0819,TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR VÍRUS,Cidade do RS,VIAMÃO,PORTO ALEGRE,303010193,18550
-51.0809,-29.9914,TRATAMENTO DE TROMBOSE VENOSA PROFUNDA,Cidade do RS,ALVORADA,PORTO ALEGRE,303060298,18298
-51.9601,-30.1179,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,BUTIÁ,PORTO ALEGRE,304100021,1133
-52.1071,-32.0349,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,RIO GRANDE,PORTO ALEGRE,304100021,14394
-50.7919,-29.5693,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES,Cidade do RS,IGREJINHA,PORTO ALEGRE,303140046,2841
-51.2065,-30.0318,TRATAMENTO DA MIGRANEA COMPLICADA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303040033,133062
-51.8043,-30.8489,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,CAMAQUÃ,PORTO ALEGRE,304100021,4371
-51.1857,-29.9128,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,CANOAS,PORTO ALEGRE,304100021,29553
-51.2065,-30.0318,TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/ ULCERA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303060301,133062
-51.145,-29.8276,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO,Cidade do RS,SAPUCAIA DO SUL,PORTO ALEGRE,303150050,7575
-51.0809,-29.9914,TRATAMENTO DE DOENCAS DO FIGADO,Cidade do RS,ALVORADA,PORTO ALEGRE,303070072,18298
-50.7753,-29.6505,TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOETICOS,Cidade do RS,TAQUARA,PORTO ALEGRE,303020083,2854
-51.2065,-30.0318,TRATAMENTO DE SINDROME CORONARIANA AGUDA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303060280,133062
-51.1016,-29.9472,TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR VÍRUS,Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,303010193,10564
-51.2065,-30.0318,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,412040166,133062
-51.9715,-31.3564,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),Cidade do RS,SÃO LOURENÇO DO SUL,PORTO ALEGRE,406020078,2141
-51.0194,-30.0819,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,Cidade do RS,VIAMÃO,PORTO ALEGRE,412040166,18550
-51.0809,-29.9914,ESPLENECTOMIA,Cidade do RS,ALVORADA,PORTO ALEGRE,407030123,18298
-51.2065,-30.0318,LAQUEADURA TUBARIA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,409060186,133062
-51.6187,-30.0847,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (C/ STENT NAO RECOBERTO),Cidade do RS,ELDORADO DO SUL,PORTO ALEGRE,406040060,2825
-50.0282,-29.7642,TROCA VALVAR C/ REVASCULARIZACAO MIOCARDICA,Cidade do RS,CAPÃO DA CANOA,PORTO ALEGRE,406011206,3785
-50.5175,-29.8268,NEFROSTOMIA PERCUTANEA,Cidade do RS,SANTO ANTÔNIO DA PATRULHA,PORTO ALEGRE,409010294,3186
-51.1016,-29.9472,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,406020078,10564
-51.1841,-29.852,PIELOPLASTIA,Cidade do RS,ESTEIO,PORTO ALEGRE,409010324,8852
-51.3233,-30.1086,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO),Cidade do RS,GUAÍBA,PORTO ALEGRE,407040242,6982
-51.2065,-30.0318,TROCA VALVAR C/ REVASCULARIZACAO MIOCARDICA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,406011206,133062
-51.1016,-29.9472,COLECISTECTOMIA VIDEOLAPAROSCOPICA,Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,407030034,10564
-51.0194,-30.0819,COLECISTECTOMIA VIDEOLAPAROSCOPICA,Cidade do RS,VIAMÃO,PORTO ALEGRE,407030034,18550
-51.2065,-30.0318,NEFROURETERECTOMIA TOTAL EM ONCOLOGIA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,416010091,133062
-51.0809,-29.9914,DRENAGEM C/ BIOPSIA DE PERICARDIO,Cidade do RS,ALVORADA,PORTO ALEGRE,406010510,18298
-50.9869,-29.9413,AMPUTACAO / DESARTICULACAO DE DEDO,Cidade do RS,GRAVATAÍ,PORTO ALEGRE,408060042,17663
-51.2065,-30.0318,NEFRECTOMIA TOTAL,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,409010219,133062
-51.0194,-30.0819,MASTECTOMIA RADICAL C/ LINFADENECTOMIA AXILAR EM ONCOLOGIA,Cidade do RS,VIAMÃO,PORTO ALEGRE,416120024,18550
-50.7919,-29.5693,NEFROLITOTOMIA,Cidade do RS,IGREJINHA,PORTO ALEGRE,409010227,2841
-51.0194,-30.0819,HERNIOPLASTIA INCISIONAL,Cidade do RS,VIAMÃO,PORTO ALEGRE,407040080,18550
-51.2065,-30.0318,REVASCULARIZACAO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLITEA PROXIMAL,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,406020450,133062
-50.9869,-29.9413,PONTE-TROMBOENDARTERECTOMIA DE CAROTIDA,Cidade do RS,GRAVATAÍ,PORTO ALEGRE,406020370,17663
-51.0064,-29.6349,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT),Cidade do RS,SAPIRANGA,PORTO ALEGRE,406040052,4817
-51.0809,-29.9914,LAPAROTOMIA EXPLORADORA,Cidade do RS,ALVORADA,PORTO ALEGRE,407040161,18298
-51.0194,-30.0819,TRATAMENTO CIRURGICO DE PERITONITE,Cidade do RS,VIAMÃO,PORTO ALEGRE,407040250,18550
-51.2065,-30.0318,IMPLANTE DE PROTESE VALVAR,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,406010692,133062
-51.0064,-29.6349,COLECISTECTOMIA VIDEOLAPAROSCOPICA,Cidade do RS,SAPIRANGA,PORTO ALEGRE,407030034,4817
-52.9928,-28.5258,PARTO CESARIANO C/ LAQUEADURA TUBARIA,Cidade do RS,COLORADO,PORTO ALEGRE,411010042,116
-51.3014,-30.2939,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,BARRA DO RIBEIRO,PORTO ALEGRE,411010026,936
-51.0809,-29.9914,PARTO NORMAL EM GESTACAO DE ALTO RISCO,Cidade do RS,ALVORADA,PORTO ALEGRE,310010047,18298
-49.853,-29.3639,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,DOM PEDRO DE ALCÂNTARA,PORTO ALEGRE,304100021,125
-51.2065,-30.0318,TRATAMENTO DE CRISE HIPERTENSIVA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303060107,133062
-51.3014,-30.2939,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,BARRA DO RIBEIRO,PORTO ALEGRE,303100044,936
-51.0809,-29.9914,TRATAMENTO DE ARRITMIAS,Cidade do RS,ALVORADA,PORTO ALEGRE,303060026,18298
-50.2337,-30.1604,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO,Cidade do RS,CIDREIRA,PORTO ALEGRE,303140135,1436
-51.3749,-29.5885,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,SÃO SEBASTIÃO DO CAÍ,PORTO ALEGRE,303010037,1081
-51.3233,-30.1086,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,GUAÍBA,PORTO ALEGRE,303010037,6982
-51.0194,-30.0819,TRATAMENTO DE ARRITMIAS,Cidade do RS,VIAMÃO,PORTO ALEGRE,303060026,18550
-51.9737,-30.7504,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,CHUVISCA,PORTO ALEGRE,304100021,250
-51.1016,-29.9472,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,304100021,10564
-51.2065,-30.0318,TRATAMENTO DE DESNUTRICAO,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303030020,133062
-51.0809,-29.9914,TRATAMENTO DE OUTRAS AFECCOES DA PELE E DO TECIDO SUBCUTANEO,Cidade do RS,ALVORADA,PORTO ALEGRE,303080094,18298
-51.2065,-30.0318,TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303060255,133062
-51.0194,-30.0819,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,VIAMÃO,PORTO ALEGRE,303040149,18550
-50.9869,-29.9413,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,GRAVATAÍ,PORTO ALEGRE,303010037,17663
-51.2065,-30.0318,TRATAMENTO DE OUTRAS DOENCAS DA PLEURA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,303140119,133062
-51.4185,-29.5456,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,HARMONIA,PORTO ALEGRE,304100021,218
-51.5028,-29.2969,IODOTERAPIA DE CARCINOMA DIFERENCIADO DA TIREÓIDE,Cidade do RS,CARLOS BARBOSA,PORTO ALEGRE,304090034,1305
-51.1016,-29.9472,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,CACHOEIRINHA,PORTO ALEGRE,303040149,10564
-50.5175,-29.8268,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,SANTO ANTÔNIO DA PATRULHA,PORTO ALEGRE,303040149,3186
-51.1857,-29.9128,TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO,Cidade do RS,CANOAS,PORTO ALEGRE,303070064,29553
-55.7949,-29.7902,TRATAMENTO DE DOENCAS RESPIRATORIAS QUE AFETAM PRINCIPALMENTE O INTERSTICIO,Cidade do RS,ALEGRETE,PORTO ALEGRE,303140089,4656
-51.1857,-29.9128,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO,Cidade do RS,CANOAS,PORTO ALEGRE,303150050,29553
-50.9869,-29.9413,TRATAMENTO DE ESTAFILOCOCCIAS,Cidade do RS,GRAVATAÍ,PORTO ALEGRE,303080060,17663
-51.2065,-30.0318,EMBOLECTOMIA ARTERIAL,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,406020124,133062
-51.0809,-29.9914,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),Cidade do RS,ALVORADA,PORTO ALEGRE,406020078,18298
-52.3371,-31.7649,TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL,Cidade do RS,PELOTAS,PORTO ALEGRE,409010499,12533
-51.0194,-30.0819,DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL,Cidade do RS,VIAMÃO,PORTO ALEGRE,407040030,18550
-51.0194,-30.0819,TRATAMENTO CIRURGICO DE VARIZES (UNILATERAL),Cidade do RS,VIAMÃO,PORTO ALEGRE,406020574,18550
-51.1841,-29.852,NEFROSTOMIA PERCUTANEA,Cidade do RS,ESTEIO,PORTO ALEGRE,409010294,8852
-51.2065,-30.0318,ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO OU TRONCOS SUPRA-AORTICOS (C/ STENT NAO RECOBERTO),Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,406040095,133062
-51.0809,-29.9914,PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA,Cidade do RS,ALVORADA,PORTO ALEGRE,416010130,18298
-51.2065,-30.0318,RESSECCAO SIMPLES DE TUMOR OSSEO / DE PARTES MOLES,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,408060310,133062
-50.2337,-30.2419,SEGMENTECTOMIA DE MAMA EM ONCOLOGIA,Cidade do RS,BALNEÁRIO PINHAL,PORTO ALEGRE,416120059,1395
-51.2065,-30.0318,TRATAMENTO CIRURGICO DE VARIZES (BILATERAL),Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,406020566,133062
-51.2065,-30.0318,RESSECCAO ENDOSCOPICA DE PROSTATA,Cidade do RS,PORTO ALEGRE,PORTO ALEGRE,409030040,133062
-51.0809,-29.9914,PERICARDIOCENTESE,Cidade do RS,ALVORADA,PORTO ALEGRE,406010773,18298
